GameFileName,GameName,Manufact,GameYear,NumPlayers,GameType,Category,GameTheme,WebLinkURL,IPDBNum,AltRunMode,DesignedBy,Author,GAMEVER,Rom,Tags,VPS-ID
"Farfalla (Zaccaria 1983) Kiwi 1.0.1 SSF","Farfalla (Zaccaria 1983)",Zaccaria,1983,4,SS,,,"http://www.ipdb.org/machine.cgi?id=824",824,,,"Kiwi",1.0.1,farfalla,"SSF",5iU6dt9A
"Farfalla (Zaccaria 1983) 32assassin 1.0","Farfalla (Zaccaria 1983)",Zaccaria,1983,4,SS,,,"http://www.ipdb.org/machine.cgi?id=824",824,,,"32assassin",1.0,farfalla,,aox9uh_t
"Fashion Show (Gottlieb 1962) Bord 1.0.0","Fashion Show (Gottlieb 1962)",Gottlieb,1962,2,EM,,"Fashion Show, Pageantry, Women","https://www.ipdb.org/machine.cgi?id=825",825,,"Wayne Neyens","Bord, Scottacus",1.0.0,,,PQyq7pmZxj
"Fast Draw (Gottlieb 1975) Teisen 1.0.0 MOD","Fast Draw (Gottlieb 1975)",Gottlieb,1975,4,EM,,"American West","http://www.ipdb.org/machine.cgi?id=828",828,,"Ed Krynski","Teisen, Loserman76",1.0.0,,"MOD",rAiCytyOiu
"Fast Draw (Gottlieb 1975) Mustang1961 1.0e","Fast Draw (Gottlieb 1975)",Gottlieb,1975,4,EM,,"American West","http://www.ipdb.org/machine.cgi?id=828",828,,"Ed Krynski","Mustang1961, Loserman76",1.0e,,,xl9HNbgTb6
"Fast Draw (Gottlieb 1975) Rajo Joey 1.0.0 MOD VR","Fast Draw (Gottlieb 1975)",Gottlieb,1975,4,EM,,"American West","http://www.ipdb.org/machine.cgi?id=828",828,,"Ed Krynski","Rajo Joey, Mustang1961, Loserman76",1.0.0,,"VR, Hybrid, FSS, LUT, MOD",RGKnRFRXye
"Fast Draw (Gottlieb 1975) 10mmSocket 1.0.0fm MOD","Fast Draw (Gottlieb 1975)",Gottlieb,1975,4,EM,,"American West","http://www.ipdb.org/machine.cgi?id=828",828,,"Ed Krynski","10mmSocket, Loserman76",1.0.0fm,,"MOD, Music",NWKfLE6BTv
"Fast Draw (Gottlieb 1975) Loserman76 1.0.0f","Fast Draw (Gottlieb 1975)",Gottlieb,1975,4,EM,,"American West","http://www.ipdb.org/machine.cgi?id=828",828,,"Ed Krynski","Loserman76",1.0.0f,,,htZD2uh9
"Fast Draw (Gottlieb 1975) Mfuegemann 1.4","Fast Draw (Gottlieb 1975)",Gottlieb,1975,4,EM,,"American West","http://www.ipdb.org/machine.cgi?id=828",828,,"Ed Krynski","Mfuegemann",1.4,,,qGEWcWNx
"Fast and Furious (Original 2022) Marty02 2.1","Fast and Furious (Original 2022)",Original,2022,,SS,,"Movie, Cars",,,,,"Marty02, Flupper1, Ganjafarmer, 32assassin",2.1,,,SG8ej0txB_
"Fathom (Bally 1981) UnclePaulie 2.0.1 VR","Fathom (Bally 1981)",Bally,1981,4,SS,,"Fantasy, Scuba Diving, Sports, Aquatic","http://www.ipdb.org/machine.cgi?id=829",829,,"Ward Pemberton","UnclePaulie, EBisLit, Redbone, Circus, VPW Team, Apophis, Bountybob, Dgrimmreaper, Studlygoorite, Pinstratsdan, Wylte, Trytotilt, Bietekwiet, Astronasty, HauntFreaks",2.0.1,fathom,"Hybrid, VR, Fleep, LUT, nFozzy",QWo-whR7Y0
"Fathom (Bally 1981) Redbone 1.0.0 MOD","Fathom (Bally 1981)",Bally,1981,4,SS,,"Fantasy, Scuba Diving, Sports, Aquatic","http://www.ipdb.org/machine.cgi?id=829",829,,"Ward Pemberton","Redbone, Goldchicco, 32assassin",1.0.0,fathom,"MOD",NENBPDeqf0
"Fathom (Bally 1981) Goldchicco 1.1b MOD","Fathom (Bally 1981)",Bally,1981,4,SS,,"Fantasy, Scuba Diving, Sports, Aquatic","http://www.ipdb.org/machine.cgi?id=829",829,,"Ward Pemberton","Goldchicco, 32assassin",1.1b,fathom,"LUT, nFozzy, MOD",-cNcV9KV
"Fathom (Bally 1981) Cirqus 1.1 MOD VR","Fathom (Bally 1981)",Bally,1981,4,SS,,"Fantasy, Scuba Diving, Sports, Aquatic","http://www.ipdb.org/machine.cgi?id=829",829,,"Ward Pemberton","Cirqus, Arconovum, Vogliadicane, 32assassin, UncleWilly",1.1,fathom,"VR, MOD",m2_DZwh1hk
"Fathom (Bally 1981) 32assassin 3.0","Fathom (Bally 1981)",Bally,1981,4,SS,,"Fantasy, Scuba Diving, Sports, Aquatic","http://www.ipdb.org/machine.cgi?id=829",829,,"Ward Pemberton","32assassin, UncleWilly",3.0,fathom,,WwNtfAB5
"Fathom (Bally 1981) Arconovum 1.2-2.6 MOD","Fathom (Bally 1981)",Bally,1981,4,SS,,"Fantasy, Scuba Diving, Sports, Aquatic","http://www.ipdb.org/machine.cgi?id=829",829,,"Ward Pemberton","Arconovum, Vogliadicane, 32assassin, UncleWilly",1.2-2.6,fathom,"FastFlips, FSS, MOD",Km36uCF8
"Fathom (Bally 1981) Vogliadicane 1.1-led MOD","Fathom (Bally 1981)",Bally,1981,4,SS,,"Fantasy, Scuba Diving, Sports, Aquatic","http://www.ipdb.org/machine.cgi?id=829",829,,"Ward Pemberton","Vogliadicane, 32assassin, UncleWilly",1.1-led,fathom,"MOD",u2mfnGOd
"Fathom (Bally 1981) Vogliadicane 1.2-vintage MOD","Fathom (Bally 1981)",Bally,1981,4,SS,,"Fantasy, Scuba Diving, Sports, Aquatic","http://www.ipdb.org/machine.cgi?id=829",829,,"Ward Pemberton","Vogliadicane, 32assassin, UncleWilly",1.2-vintage,fathom,"MOD",2wDaJQyG
"Fathom (Bally 1981) 32assassin 2.0","Fathom (Bally 1981)",Bally,1981,4,SS,,"Fantasy, Scuba Diving, Sports, Aquatic","http://www.ipdb.org/machine.cgi?id=829",829,,"Ward Pemberton","32assassin, UncleWilly",2.0,fathom,,E551pHQO
"Table 5","Fear Itself (Zen Studios 2012)",Zen Studios,2012,4,,,"Licensed Theme, Comics",,,,"Zoltan Vari","Zen Studios, Zoltan Vari",,,,Xyi0qB9Vnc
"MARVEL_FearItSelf","Fear Itself (Zen Studios 2012)",Zen Studios,2012,4,,,"Licensed Theme, Comics",,,,"Zoltan Vari","Zen Studios",,,,Xgz6W5te
"Feiseanna II - Dream Worlds (Original 2022) VonKrafte 2.0","Feiseanna II - Dream Worlds (Original 2022)",Original,2022,,,,"Dancing",,,,,"VonKrafte, Jogrady7",2.0,,,okVb4ZnmKn
"Ferris Bueller's Day Off (Original 2022) Charlespinball ","Ferris Bueller's Day Off (Original 2022)",Original,2022,,,,"Movie, Comedy",,,,,"Charlespinball, TerryRed",,,,C57khfCome
"Fifteen (Inder 1974) Loserman76 4.0","Fifteen (Inder 1974)",Inder,1974,1,EM,,"Women","https://www.ipdb.org/machine.cgi?id=4409",4409,,,"Loserman76, Leeoneil, Akiles50000, JPSalas",4.0,,,6akT02Lq
"Fight Night (Original 2014) Jogrady7 1.1 MOD","Fight Night (Original 2014)",Original,2014,,EM,,"Sports, Boxing",,,,,"Jogrady7",1.1,,"MOD",vcAZSLi-
"Fight Night (Original 2014) Bigus1 1.0 MOD","Fight Night (Original 2014)",Original,2014,,EM,,"Sports, Boxing",,,,,"Bigus1, Chris La Mantia",1.0,,"MOD",Z90Jj7zr
"Fire Action (Taito do Brasil 1980) JPSalas 4.0.0 SSF","Fire Action (Taito do Brasil 1980)",Taito do Brasil,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=4570",4570,,"Steve Ritchie","JPSalas, Carlos Guizzo, Pmax65, Akiles50000, Rothbauerw",4.0.0,fireact,"FastFlips, SSF",sr2RAaJp
"Fire Action (Taito do Brasil 1980) Morttis 3.0 -1.0 MOD","Fire Action (Taito do Brasil 1980)",Taito do Brasil,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=4570",4570,,"Steve Ritchie","Morttis, Wildman, HiRez00, Arconovum, Akiles50000, JPSalas",3.0 -1.0,fireact,"FSS, MOD",bL5MHbwA
"Fire Action De Luxe (Taito do Brasil 1983) JPSalas 4.0.1 SSF","Fire Action De Luxe (Taito do Brasil 1983)",Taito do Brasil,1983,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=4552",4552,,"Mark Ritchie","JPSalas, Carlos Guizzo, Pmax65, Xenonph, Akiles50000, Rothbauerw",4.0.1,fireactd,"FastFlips, SSF",lu90hcDV
"Fire Queen (Gottlieb 1977) BorgDog 2.0","Fire Queen (Gottlieb 1977)",Gottlieb,1977,2,EM,,"Fantasy","http://www.ipdb.org/machine.cgi?id=851",851,,"Ed Krynski","BorgDog, HauntFreaks, Bord",2.0,,,ueo7zTeJ
"Fire Queen (Gottlieb 1977) Vulcan 1.0-2.6 MOD","Fire Queen (Gottlieb 1977)",Gottlieb,1977,2,EM,,"Fantasy","http://www.ipdb.org/machine.cgi?id=851",851,,"Ed Krynski","Vulcan, Dave Sanders, MaX, BorgDog, Arconovum, Arngrim, HauntFreaks",1.0-2.6,,"FSS, MOD",iYBWYrqO
"Fire! (Williams 1987) Gedankekojote97 1.0.0 MOD","Fire! (Williams 1987)",Williams,1987,4,SS,,"Fire Fighting","http://www.ipdb.org/machine.cgi?id=859",859,,"Barry Oursler","Gedankekojote97, DJRobX, Wrd1972, UncleWilly, Randr, RustyCardores, nFozzy, Flupper, 32assassin, HauntFreaks, Bord",1.0.0,fire_l3,"MOD, nFozzy, Fleep, LUT",14Plx957XL
"Fire! (Williams 1987) Senseless 1.0.1 MOD VR","Fire! (Williams 1987)",Williams,1987,4,SS,,"Fire Fighting","http://www.ipdb.org/machine.cgi?id=859",859,,"Barry Oursler","Senseless, Randr, UncleWilly, Caligula",1.0.1,fire_l3,"VR, MOD",3dNlfMkc7r
"Fire! (Williams 1987) UncleWilly 2.0-2.6 MOD","Fire! (Williams 1987)",Williams,1987,4,SS,,"Fire Fighting","http://www.ipdb.org/machine.cgi?id=859",859,,"Barry Oursler","UncleWilly, Randr, DJRobX, Wrd1972, RustyCardores, nFozzy, Ninuzzu, Arconovum, 32assassin, HauntFreaks, Bord",2.0-2.6,fire_l3,"FastFlips, FSS, MOD",ftSW_6or
"Fire! (Williams 1987) DJRobX 2.0 SSF","Fire! (Williams 1987)",Williams,1987,4,SS,,"Fire Fighting","http://www.ipdb.org/machine.cgi?id=859",859,,"Barry Oursler","DJRobX, Wrd1972, UncleWilly, RustyCardores, nFozzy, Flupper, Ninuzzu, 32assassin, HauntFreaks, Bord",2.0,fire_l3,"SSF",i2rXjn5Y
"Fireball (Bally 1972) Pinball58 1.1","Fireball (Bally 1972)",Bally,1972,4,EM,,"Fantasy","http://www.ipdb.org/machine.cgi?id=852",852,,"Ted Zale","Pinball58",1.1,,,V1EMmCe9
"Fireball Classic (Bally 1985) Bigus1 1.2","Fireball Classic (Bally 1985)",Bally,1985,,SS,,"Fantasy","https://www.ipdb.org/machine.cgi?id=853",853,,"George Christian","Bigus1, Xenonph, DesAngel, Destruk",1.2,fbclass,,uzPhhqXVa7
"Fireball II (Bally 1981) Mistermixer 1.0.0","Fireball II (Bally 1981)",Bally,1981,4,SS,,"Fantasy","http://www.ipdb.org/machine.cgi?id=854",854,,"Gary Gayton","Mistermixer, JPSalas, Bord, Destruk, Javier1515",1.0.0,fball_ii,"Fleep",NQokLj_A
"Fireball II (Bally 1981) Rajo Joey 1.0.1 MOD VR","Fireball II (Bally 1981)",Bally,1981,4,SS,,"Fantasy","http://www.ipdb.org/machine.cgi?id=854",854,,"Gary Gayton","Rajo Joey, Javier1515, Rawd, Rascal, Sixtoe",1.0.1,fball_ii,"VR, LUT, MOD",eU1CcxJz8K
"Fireball II (Bally 1981) Javier1515 1.3","Fireball II (Bally 1981)",Bally,1981,4,SS,,"Fantasy","http://www.ipdb.org/machine.cgi?id=854",854,,"Gary Gayton","Javier1515",1.3,fball_ii,,PYN3jDqp
"Fireball XL5 (Original 2024) Sir_Random 1.0.0","Fireball XL5 (Original 2024)",Original,2024,,SS,,"Science-Fiction, Puppets, Television Series",,,,,"Sir_Random",1.0.0,,"FlexDMD",9c7By99buA
"Firecracker (Bally 1971) Teisen 1.1.0 MOD","Firecracker (Bally 1971)",Bally,1971,4,EM,,"Celebration, Festivities","http://www.ipdb.org/machine.cgi?id=855",855,,"Harry Williams","Teisen, Loserman76",1.1.0,,"MOD",jb3K7kJf9q
"Firecracker (Bally 1971) Loserman76 1.0.0f","Firecracker (Bally 1971)",Bally,1971,4,EM,,"Celebration, Festivities","http://www.ipdb.org/machine.cgi?id=855",855,,"Harry Williams","Loserman76",1.0.0f,,,PRcpitXm
"Firepower (Williams 1980) Bigus1 1.2 MOD","Firepower (Williams 1980)",Williams,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=856",856,,"Steve Ritchie","Bigus1, DarthMarino, Wed21, Scutters, Mike Da Spike",1.2,frpwr_c7,"MOD, FlexDMD",Vb1EtKTxIr
"Firepower (Williams 1980) G5k 1.0.5","Firepower (Williams 1980)",Williams,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=856",856,,"Steve Ritchie","G5k, Slydog43, 3rdAxis, Rothbauerw",1.0.5,frpwr_c7,,V6GAlqxe
"Firepower (Williams 1980) UnclePaulie 1.0 VR","Firepower (Williams 1980)",Williams,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=856",856,,"Steve Ritchie","UnclePaulie, G5k, Slydog43, Coyo5050 , 3rdAxis",1.0,frpwr_c7,"VR",_ovpytTWlG
"Firepower (Williams 1980) Slydog43 1.0-2.6 MOD","Firepower (Williams 1980)",Williams,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=856",856,,"Steve Ritchie","Slydog43, G5k, Ben Logan, Xzotic, 3rdAxis, Arconovum, SliderPoint",1.0-2.6,frpwr_c7,"FastFlips, FSS, MOD",4R6uLHaq
"Firepower (Williams 1980) DarthMarino 1.0 MOD","Firepower (Williams 1980)",Williams,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=856",856,,"Steve Ritchie","DarthMarino, Wed21",1.0,frpwr_c7,"MOD",78MF3Cn2
"Firepower (Williams 1980) Wed21 1.3","Firepower (Williams 1980)",Williams,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=856",856,,"Steve Ritchie","Wed21, Walamab, Noah, UncleReamus, HauntFreaks",1.3,frpwr_c7,,sEMVVKQC
"Firepower (Williams 1980) Walamab 1.0.3","Firepower (Williams 1980)",Williams,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=856",856,,"Steve Ritchie","Walamab",1.0.3,frpwr_c7,,dU-vGqph
"Firepower II (Williams 1983) Bigus1 1.4 MOD VR","Firepower II (Williams 1983)",Williams,1983,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=857",857,,"Mark Ritchie","Bigus1, Goldchicco, Walamab, Apophis",1.4,fpwr2_l2,"MOD, FlexDMD, Hybrid, VR",lWs010fjqE
"Firepower II (Williams 1983) Goldchicco 1.1 MOD","Firepower II (Williams 1983)",Williams,1983,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=857",857,,"Mark Ritchie","Goldchicco, Walamab, Apophis",1.1,fpwr2_l2,"LUT, Fleep, nFozzy, MOD",MLyJLTb1
"Firepower II (Williams 1983) Walamab 1.1","Firepower II (Williams 1983)",Williams,1983,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=857",857,,"Mark Ritchie","Walamab, Goldchicco",1.1,fpwr2_l2,,PVMmHrqZ
"Firepower vs. A.I. (Williams 1980) G5k 3.7 MOD","Firepower vs. A.I. (Williams 1980)",Williams,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=856",856,,"Steve Ritchie","G5k, Slydog43, DJRobX, MPT3k, Scutters, 3rdAxis, Rothbauerw",3.7,frpwr_c7,"MOD",SFya1r3f
"Firepower vs. A.I. (Williams 1980) Slydog43 3.6 VR","Firepower vs. A.I. (Williams 1980)",Williams,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=856",856,,"Steve Ritchie","Slydog43, 3rdAxis",3.6,frpwr_c7,"VR",7wkuyFHT
"Fish Tales (Williams 1992) Bigus1 2.2 MOD","Fish Tales (Williams 1992)",Williams,1992,4,SS,,"Sports, Fishing","http://www.ipdb.org/machine.cgi?id=861",861,,"Mark Ritchie","Bigus1, Pinball58, Melon, LoadedWeapon, 3rdAxis, Rawd",2.2,L-5,"MOD",lIa4rxXT
"Table 108","Fish Tales (Williams 1992)",Williams,1992,4,SS,,"Sports, Fishing","http://www.ipdb.org/machine.cgi?id=861",861,,"Mark Ritchie","Zen Studios, Peter Grafl",,L-5,,dVfm9HhMnX
"Fish Tales (Williams 1992) JLouLoulou 0.8 MOD","Fish Tales (Williams 1992)",Williams,1992,4,SS,,"Sports, Fishing","http://www.ipdb.org/machine.cgi?id=861",861,,"Mark Ritchie","JLouLoulou, MeDiSt, Mikcab, Pinball58",0.8,L-5,"MOD, LUT, nFozzy, Fleep",PI8WMVQOwS
"Fish Tales (Williams 1992) Rawd 1.2.3 SSF MOD VR","Fish Tales (Williams 1992)",Williams,1992,4,SS,,"Sports, Fishing","http://www.ipdb.org/machine.cgi?id=861",861,,"Mark Ritchie","Rawd, Pinball58, Melon, LoadedWeapon, Steely, Ma1299, Rascal, Psiomicron, Gear323, Sixtoe, 3rdAxis, Bigus1",1.2.3,L-5,"VR, SSF, MOD",BW8fqK5Ekk
"Fish Tales (Williams 1992) Ma1299 1.1 MOD","Fish Tales (Williams 1992)",Williams,1992,4,SS,,"Sports, Fishing","http://www.ipdb.org/machine.cgi?id=861",861,,"Mark Ritchie","Ma1299, Pinball58, Melon, LoadedWeapon, Bigus1, AgentEighty6",1.1,L-5,"MOD",JVo8r2us
"Fish Tales (Williams 1992) EBisLit 1.0 MOD","Fish Tales (Williams 1992)",Williams,1992,4,SS,,"Sports, Fishing","http://www.ipdb.org/machine.cgi?id=861",861,,"Mark Ritchie","EBisLit, Sheltemke, Pinball58, Melon, Ma1299, Bigus1",1.0,L-5,"MOD",nwM2_XFy
"Fish Tales (Williams 1992) Pinball58 1.1","Fish Tales (Williams 1992)",Williams,1992,4,SS,,"Sports, Fishing","http://www.ipdb.org/machine.cgi?id=861",861,,"Mark Ritchie","Pinball58, Tom Tower, Melon, LoadedWeapon, Zany, Ninuzzu, PacDude, ICPjuggla",1.1,L-5,,XOyJ0fPo
"Fish Tales (Williams 1992) RustyCardores 1.1 SSF MOD","Fish Tales (Williams 1992)",Williams,1992,4,SS,,"Sports, Fishing","http://www.ipdb.org/machine.cgi?id=861",861,,"Mark Ritchie","RustyCardores, Pinball58, Tom Tower, Melon, LoadedWeapon, Zany, Ninuzzu, PacDude, ICPjuggla",1.1,L-5,"SSF, MOD",QuXlciw7
"WMS_Fish_Tales","Fish Tales (Williams 1992)",Williams,1992,4,SS,,"Sports, Fishing","http://www.ipdb.org/machine.cgi?id=861",861,,"Mark Ritchie","Zen Studios",,L-5,,2YdpwiGg
"Fish Town (Original 2022) Mark1 1.0.0","Fish Town (Original 2022)",Original,2022,,,,"Wild Life",,,,,"Mark1",1.0.0,,,36t_tBT94y
"Five Finger Death Punch (Original 2023) doivelspack 1.0.4","Five Finger Death Punch (Original 2023)",Original,2023,,SS,,"Music, Heavy Metal",,,,,"doivelspack, HiRez00, JPSalas",1.0.4,,"Music",ub9TLw08Cu
"Five Nights at Freddy (Original 2021) Remdwaas1986 1.3","Five Nights at Freddy (Original 2021)",Original,2021,,SS,,"Video Game",,,,,"Remdwaas1986, Drjameshouse, Godisnothere, Uers1983, Tartzani, Tomate, Mrtr32, Visnoskyarc, HauntFreaks, JPSalas",1.3,,,MezX2thG
"Five Nights at Freddy's Pizza Party (Original 2020) Gamemodder 2.0 MOD","Five Nights at Freddy's Pizza Party (Original 2020)",Original,2020,4,SS,,"Video Game",,,,,"Gamemodder",2.0,,"Music, MOD",zWUdnhw4
"Flash (Williams 1979) JPSalas 4.0.0 SSF","Flash (Williams 1979)",Williams,1979,4,SS,,"Fantasy","http://www.ipdb.org/machine.cgi?id=871",871,,"Steve Ritchie","JPSalas",4.0.0,flash_l1,"SSF, LUT",fKFw0GWT
"Flash (Williams 1979) Bord 1.0.0 SSF VR","Flash (Williams 1979)",Williams,1979,4,SS,,"Fantasy","http://www.ipdb.org/machine.cgi?id=871",871,,"Steve Ritchie","Bord",1.0.0,flash_l1,"VR, FSS, Hybrid, SSF",l-WMdk7X
"Flash (Williams 1979) RustyCardores 1.2.0 SSF","Flash (Williams 1979)",Williams,1979,4,SS,,"Fantasy","http://www.ipdb.org/machine.cgi?id=871",871,,"Steve Ritchie","RustyCardores, HauntFreaks, JPSalas",1.2.0,flash_l1,"SSF",fWBYQ4Uf
"Flash Gordon (Bally 1981) Xenonph 2.1 MOD","Flash Gordon (Bally 1981)",Bally,1981,4,SS,,"Fictional Characters","http://www.ipdb.org/machine.cgi?id=874",874,,"Claude Fernandez","Xenonph, Rothbauerw",2.1,flashgdn,"MOD, LUT",HESfd6Nl
"Flash Gordon (Bally 1981) Rothbauerw 2.0.2 SSF MOD VR","Flash Gordon (Bally 1981)",Bally,1981,4,SS,,"Fictional Characters","http://www.ipdb.org/machine.cgi?id=874",874,,"Claude Fernandez","Rothbauerw, Bord, Blacksad",2.0.2,flashgdn,"VR, SSF, FSS, MOD, Hybrid, nFozzy, Fleep",M1FFYDXz
"Flash Gordon (Bally 1981) Dr.Nobody 1.0.1","Flash Gordon (Bally 1981)",Bally,1981,4,SS,,"Fictional Characters","http://www.ipdb.org/machine.cgi?id=874",874,,"Claude Fernandez","Dr.Nobody, Pinball Picasso, Rothbauerw, Xenoph",1.0.1,flashgdn,"LUT",7ljQOChvth
"Flash Gordon (Bally 1981) EBisLit 1.0.0 MOD","Flash Gordon (Bally 1981)",Bally,1981,4,SS,,"Fictional Characters","http://www.ipdb.org/machine.cgi?id=874",874,,"Claude Fernandez","EBisLit, Rothbauerw",1.0.0,flashgdn,"MOD",3KOkUIt5
"Flash Gordon (Bally 1981) Rajo Joey 1.1.0 MOD VR","Flash Gordon (Bally 1981)",Bally,1981,4,SS,,"Fictional Characters","http://www.ipdb.org/machine.cgi?id=874",874,,"Claude Fernandez","Rajo Joey, EBisLit, Rothbauerw",1.1.0,flashgdn,"VR, LUT, MOD",JRxbFudGzn
"Flash Gordon (Bally 1981) Arconovum 1.0 -2.6 MOD","Flash Gordon (Bally 1981)",Bally,1981,4,SS,,"Fictional Characters","http://www.ipdb.org/machine.cgi?id=874",874,,"Claude Fernandez","Arconovum, Rothbauerw",1.0 -2.6,flashgdn,"FastFlips, FSS, MOD",XJbcalPA
"Flashman (Sport matic 1984) JPSalas 4.0.2","Flashman (Sport matic 1984)",Sport matic,1984,,SS,,"Outer Space, Fantasy","https://www.ipdb.org/machine.cgi?id=5218",5218,,"","JPSalas, Shannon1",4.0.2,flashman,,4Ym54_QJ
"Fleet Jr. (Bally 1934) Druadic 1.0","Fleet Jr. (Bally 1934)",Bally,1934,,PM,,"Flipperless","https://www.ipdb.org/machine.cgi?id=880",880,,"Herbert G. Breitenstein","Druadic",1.0,,,eTF6idY-Y8
"Flicker (Bally 1975) Scottacus 2.06 VR","Flicker (Bally 1975)",Bally,1975,2,EM,,"Show Business, Celebrities","https://www.ipdb.org/machine.cgi?id=883",883,,"Jim Patla","Scottacus, Onevox, Whirlwind, Bord",2.06,,"VR, FSS, Hybrid",So_PDZkAOp
"Flicker (Bally 1975) Scottacus 1.0.0","Flicker (Bally 1975)",Bally,1975,2,EM,,"Show Business, Celebrities","https://www.ipdb.org/machine.cgi?id=883",883,,"Jim Patla","Scottacus",1.0.0,,,A9Q4bCHH
"Flight 2000 (Stern 1980) Bigus1 2.0 MOD","Flight 2000 (Stern 1980)",Stern,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=887",887,,"Harry Williams","Bigus1, HSM",2.0,flight2k,"MOD",rbuCfaN0Ba
"Flight 2000 (Stern 1980) Arconovum 2.0-2.6 MOD","Flight 2000 (Stern 1980)",Stern,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=887",887,,"Harry Williams","Arconovum, Bord",2.0-2.6,flight2k,"FastFlips, FSS, MOD",cc-NcUFs
"Flight 2000 (Stern 1980) Bord 2.0","Flight 2000 (Stern 1980)",Stern,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=887",887,,"Harry Williams","Bord",2.0,flight2k,,wUP09Vp6
"Flight 2000 (Stern 1980) HSM 1.1","Flight 2000 (Stern 1980)",Stern,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=887",887,,"Harry Williams","HSM",1.1,flight2k,,CD6xp14v
"Flight 2000 (Stern 1980) Rajo Joey 1.0 MOD VR","Flight 2000 (Stern 1980)",Stern,1980,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=887",887,,"Harry Williams","Rajo Joey, Bord, Sixtoe, Rawd",1.0,flight2k,"MOD, VR, LUT",ZZoxqYNOUZ
"Flip Flop (Bally 1976) JPSalas 1.0.1","Flip Flop (Bally 1976)",Bally,1976,,EM,,"American West, Rodeo",,,,"Jim Patla, Dick White","JPSalas, Halen",1.0.1,,,tYVJw6Tv-v
"Flip a Card (Gottlieb 1970) Teisen 1.0 MOD","Flip a Card (Gottlieb 1970)",Gottlieb,1970,1,EM,,"College Life, Happiness, Music, Cards","http://www.ipdb.org/machine.cgi?id=890",890,,"Ed Krynski","Teisen, Loserman76, HauntFreaks, Grizz, JPSalas, EalaDubhSidhe, Black, Itchigo, CONRAM, Akiles50000, Inkochnito, Pinuck, Herweh, JimmyFingers, GNance",1.0,,"MOD",doXe6aq73o
"Flip a Card (Gottlieb 1970) Loserman76 1.0a","Flip a Card (Gottlieb 1970)",Gottlieb,1970,1,EM,,"College Life, Happiness, Music, Cards","http://www.ipdb.org/machine.cgi?id=890",890,,"Ed Krynski","Loserman76, GNance, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0a,,,er6W8OW7
"Flipper Fair (Gottlieb 1961) Teisen 1.0.0 MOD","Flipper Fair (Gottlieb 1961)",Gottlieb,1961,1,EM,,"Happiness, Circus, Carnival","https://www.ipdb.org/machine.cgi?id=894",894,,"Wayne Neyens","Teisen, Loserman76, GNance",1.0.0,,"MOD",UUSnsf4Wyo
"Flipper Fair (Gottlieb 1961) Loserman76 1.0.0f","Flipper Fair (Gottlieb 1961)",Gottlieb,1961,1,EM,,"Happiness, Circus, Carnival","https://www.ipdb.org/machine.cgi?id=894",894,,"Wayne Neyens","Loserman76, GNance",1.0.0f,,,9UBxnd9f
"Flipper Football (Capcom 1996) Bigus1 2.1 MOD","Flipper Football (Capcom 1996)",Capcom,1996,6,SS,,"Sports, Soccer","http://www.ipdb.org/machine.cgi?id=3945",3945,,"Bryan Hansen, Python Anghelo","Bigus1, 32assassin, JPSalas",2.1,ffv104,"MOD",GTdiFK2r
"Flipper Football (Capcom 1996) Morttis 1.0-2.6 MOD","Flipper Football (Capcom 1996)",Capcom,1996,6,SS,,"Sports, Soccer","http://www.ipdb.org/machine.cgi?id=3945",3945,,"Bryan Hansen, Python Anghelo","Morttis, Arconovum, 32assassin, JPSalas",1.0-2.6,ffv104,"FSS, MOD",LDQM2eMc
"Flipper Football (Capcom 1996) Psiomicron 1.01 VR","Flipper Football (Capcom 1996)",Capcom,1996,6,SS,,"Sports, Soccer","http://www.ipdb.org/machine.cgi?id=3945",3945,,"Bryan Hansen, Python Anghelo","Psiomicron, 32assassin, JPSalas",1.01,ffv104,"VR",ky3d1xA1TB
